row_id,narrative_snippet,distilbert_ACTOR_ans,distilbert_ACTOR_conf,distilbert_SYSTEM_ans,distilbert_SYSTEM_conf,distilbert_PHASE_ans,distilbert_PHASE_conf,distilbert_TRIGGER_ans,distilbert_TRIGGER_conf,distilbert_OUTCOME_ans,distilbert_OUTCOME_conf,roberta_ACTOR_ans,roberta_ACTOR_conf,roberta_SYSTEM_ans,roberta_SYSTEM_conf,roberta_PHASE_ans,roberta_PHASE_conf,roberta_TRIGGER_ans,roberta_TRIGGER_conf,roberta_OUTCOME_ans,roberta_OUTCOME_conf,aerobert_ACTOR_ans,aerobert_ACTOR_conf,aerobert_SYSTEM_ans,aerobert_SYSTEM_conf,aerobert_PHASE_ans,aerobert_PHASE_conf,aerobert_TRIGGER_ans,aerobert_TRIGGER_conf,aerobert_OUTCOME_ans,aerobert_OUTCOME_conf,agreement_roberta_distilbert_f1,agreement_roberta_aerobert_f1
41,Air carrier flight crew reported responding to a T,Air carrier flight crew,0.20859286189079285,TCAS RA,0.25044775009155273,final approach to PHL,0.31371015310287476,a helicopter flying beneath them,0.24242733418941498,final approach to PHL that was caused by a helicopter flying beneath them,0.310801237821579,helicopter,0.048657264560461044,TCAS RA,0.1153171956539154,final approach,0.41524896025657654,a helicopter flying beneath them,0.5656408667564392,a helicopter flying beneath them,0.11025011539459229,final approach,0.0015150140970945358,final approach,0.001593390479683876,final approach,0.001676574582234025,final approach,0.0015145493671298027,final approach,0.0016366868512704968,0.6333333333333333,0.2
42,Air carrier Captain reported the unshielded ramp l,Air carrier Captain,0.9416599273681641,ramp,0.5262910723686218,final approach,0.7867879867553711,unshielded ramp lighting,0.37209269404411316,final approach,0.5817927122116089,air traffic and affect being able to see other aircraft at night.,3.285360605786991e-07,unshielded ramp lighting,0.00029858050584152807,final approach,0.07841580361127853,unshielded ramp lighting,0.20984384417533875,final approach,0.13833163678646088,unshielded lighting can create an illusion of,0.0014035768108442426,unshielded lighting can create an illusion of,0.0013525416725315154,unshielded lighting can create an illusion of,0.0013469367986544967,unshielded lighting can create an illusion of,0.001402107416652143,unshielded lighting can create an illusion of,0.0013149332953616977,0.7266666666666667,0.17777777777777776
43,Flight Instructor reported an NMAC during departur,Flight Instructor,0.9499522961486946,NMAC,0.8389298156835139,Flight Instructor,0.31478700041770935,an NMAC,0.2558007538318634,an NMAC during departure after the tower had closed for the day,0.16319112479686737,NMAC during departure after the tower had closed for the day.,3.5866426628672343e-07,NMAC,0.19965260275057517,departure,0.6462266445159912,after the tower had closed for the day,0.1433635652065277,an NMAC,0.20478932559490204,NMAC during departure after the tower had closed for,0.00852593732997775,NMAC during departure after the tower had closed for,0.008864032570272684,NMAC during departure after the tower had closed for,0.008777208626270294,NMAC during departure after the tower had closed for,0.00863094162195921,NMAC during departure after the tower had closed for,0.008804766461253166,0.24,0.46442577030812326
44,ZSE Controller reported aircraft descended below p,ZSE Controller,0.44430336356163025,aircraft descended below published altitude resulting in a low altitude alert and a CFTT,0.2153780609369278,CFTT,0.47167909145355225,a CFTT event,0.27118977904319763,low altitude alert and a CFTT event,0.1824968308210373,CFTT event.,8.223867808965224e-08,aircraft descended below published altitude,0.0010158071527257562,descended below published altitude,0.47366392612457275,CFTT event,0.20631520450115204,low altitude alert and a CFTT event,0.2836131751537323,ZSE Controller reported aircraft descended below published altitude resulting in a,0.006650080438703299,ZSE Controller reported aircraft descended below published altitude resulting in a,0.007058124057948589,ZSE Controller reported aircraft descended below published altitude resulting in a,0.007094925036653876,ZSE Controller reported aircraft descended below published altitude resulting in a,0.0069211320951581,ZSE Controller reported aircraft descended below published altitude resulting in a,0.007109386380761862,0.5176470588235295,0.27261904761904765
45,Air carrier First Officer reported receiving a GPW,Air carrier First Officer,0.8000975847244263,GPWS,0.29273921251296997,GPWS,0.8390264539048076,a GPWS terrain alert,0.31413188576698303,GPWS terrain alert,0.16624341905117035,MMMM/MLM airport.,3.5247245477876277e-07,GPWS,0.000943693765293574,approach,0.004245770163834095,GPWS terrain alert,0.0580536425113678,GPWS terrain alert on approach to MMMM/MLM airport,0.00029772892594337463,MLM airport,0.006794447544962168,MLM airport,0.0070052496157586575,MLM airport,0.007176789455115795,MLM airport,0.006822404218837619,MLM airport,0.007031869143247604,0.509090909090909,0.13999999999999999
46,Air Taxi First Officer reported landing safely aft,Air Taxi First Officer,0.8662080764770508,Air Taxi First Officer reported landing safely after receiving a low altitude alert,0.18162792921066284,low altitude alert,0.21531255543231964,low altitude alert,0.47540104389190674,short final,0.32752084732055664,short final to BOS airport.,1.338292804575758e-06,Air Taxi,8.76185640663607e-06,short final,0.38986605405807495,low altitude alert,0.12105511873960495,landing safely,0.186231330037117,BOS airport,0.006814699154347181,BOS airport,0.007174663711339235,BOS airport,0.007198916748166084,BOS airport,0.006852414924651384,BOS airport,0.007015928393229842,0.2571428571428571,0.1142857142857143
47,Air carrier Captain reported receiving a low altit,Air carrier Captain,0.8428085446357727,low altitude alert from ATC on approach to LAX,0.0736316442489624,low altitude alert from ATC on approach to LAX,0.463218092918396,low altitude alert,0.3721064031124115,low altitude alert from ATC on approach to LAX,0.14701929688453674,ATC,1.7179509541165316e-05,miscommunication with ATC,0.13415365875698626,approach,0.0815332904458046,miscommunication with ATC,0.3698643147945404,low altitude alert from ATC on approach to LAX,0.013344403356313705,miscommunication,0.008790696505457163,miscommunication,0.006699134828522801,miscommunication,0.006754371104761958,miscommunication,0.008793180109933019,miscommunication,0.004530520178377628,0.2733333333333333,0.2
48,TRACON Controller reported aircraft descended belo,TRACON Controller,0.5942380428314209,aircraft descended below assigned altitude on approach,0.09825728088617325,approach,0.47401663661003113,a CFTT event,0.22555819153785706,low altitude alert and a CFTT event,0.1783352643251419,CFTT event.,1.7225637805040606e-07,aircraft descended below assigned altitude,0.004862780682742596,approach,0.32285621762275696,aircraft descended below assigned altitude,0.14739595353603363,low altitude alert and a CFTT event,0.30396294593811035,altitude on approach resulted in a low altitude alert and a CFTT,0.002804060000926256,low altitude alert and a CFTT,0.002777425106614828,low altitude alert and a CFTT,0.0028168216813355684,altitude on approach resulted in a low altitude alert and a CFTT,0.0027411868795752525,altitude on approach resulted in a low altitude alert and a CFTT,0.0027522684540599585,0.5666666666666667,0.225
49,C-172 Flight Instructor reported a near mid air co,C-172 Flight Instructor,0.8735421716119163,departing aircraft,0.276004433631897,mid air collision with departing aircraft while entering traffic pattern,0.2496415376663208,a near mid air collision,0.33432480692863464,near mid air collision with departing aircraft while entering traffic pattern,0.19323989748954773,.,7.192117834620149e-08,C-172,0.0016078861663118005,traffic pattern,0.41315409541130066,near mid air collision with departing aircraft,0.28195151686668396,near mid air collision,0.22831013798713684,mid air collision with,0.00490929139778018,mid air collision with,0.004947842098772526,mid air collision with,0.004912910051643848,mid air collision with,0.005014712922275066,mid air collision with,0.004859833512455225,0.31878787878787873,0.29545454545454547
50,Part 107 UAS pilot reported a brief entry into con,Part 107 UAS pilot,0.4888989329338074,The pilot immediately exited the controlled airspace,0.09435221552848816,exited the controlled airspace,0.1310218721628189,The pilot immediately exited the controlled airspace,0.1794474571943283,exited the controlled airspace,0.16948480904102325,UAS pilot,3.897900023730472e-05,Part 107,0.0016308362828567624,Part 107,0.1147095188498497,a brief entry into controlled airspace without authorization,0.054504238069057465,The pilot immediately exited the controlled airspace,0.20558848977088928,UAS,0.0056983367539942265,. The pilot immediately exited the controlled,0.0032113445922732353,. The pilot immediately exited the controlled,0.0032191723585128784,UAS,0.005763206398114562,UAS pilot reported a brief entry into controlled airspace,0.003159963758662343,0.35,0.22564102564102564
51,Cessna 210 pilot reported a near midair collision ,Cessna 210 pilot,0.8791494557372062,jet aircraft,0.4739648699760437,midair,0.759282088605687,near midair collision,0.4701719284057617,prevent a conflict,0.3193615972995758,jet aircraft on approach at intersecting runways.,2.583769855846185e-07,Cessna 210,0.04370613543142099,midair,0.6240014433860779,near midair collision with a jet aircraft,0.14086419343948364,near midair collision,0.053273849189281464,-around to prevent a,0.0017995513044297695,-around to prevent a,0.0017887428402900696,-around to prevent a,0.0017866919515654445,-around to prevent a,0.001822546822950244,-around to prevent a,0.0017920552054420114,0.3333333333333333,0.0
52,Air carrier pilot reported that on final approach ,Air carrier pilot,0.7506325244903564,vehicle,0.6660072803497314,final approach,0.26860249042510986,turn-off lights,0.37480592727661133,create an illusion,0.2901058793067932,a vehicle or plane,2.474323264323175e-05,plane,3.939200541935861e-05,final approach,0.22459112107753754,the turn-off lights,0.24415595829486847,final approach to JAX,0.10026865452528,like there is a,0.0021196813322603703,like there is a,0.002169280778616667,like there is a,0.0021890720818191767,like there is a,0.0021637286990880966,like there is a,0.0021728381980210543,0.4,0.0
53,A Flight Instructor reported two NMAC's while on d,NMAC,0.3889343738555908,NMAC's,0.4717104136943817,downwind in the Tower VFR pattern,0.3502139747142792,NMAC's,0.09209039807319641,two NMAC's,0.14874400198459625,downwind in the Tower VFR pattern.,2.6907102324003063e-08,NMAC's,0.14319659769535065,VFR,0.30700039863586426,two NMAC's,0.1527862697839737,two NMAC's,0.06418676674365997,VFR,0.007358628557994962,VFR,0.007602686760947108,VFR,0.0071330079808831215,VFR,0.007461773697286844,VFR,0.007241721730679274,0.6,0.2666666666666667
54,Air carrier flight crew reported the TRACON Contro,TRACON Controller,0.4697607159614563,TRACON,0.231551144272089,low altitude alert,0.20227813720703125,low altitude alert,0.41040903329849243,low altitude alert,0.7421219348907471,TRACON Controller,1.6588046491960995e-06,TRACON Controller,0.19262918706226628,low altitude,0.1030610129237175,TRACON Controller descended them to an altitude below the minimum vectoring altitude,0.07783690094947815,descended them to an altitude below the minimum vectoring altitude,0.07755832374095917,them to an altitude below the,0.002157279523089528,them to an altitude below the,0.002135897520929575,them to an altitude below the,0.0022063557989895344,them to an altitude below the,0.0021772142499685287,them to an altitude below the,0.0021700533106923103,0.5604662004662004,0.31428571428571433
55,Light aircraft pilot reported an NMAC on approach ,Light aircraft pilot,0.852367103099823,NMAC,0.9337726337835193,NMAC,0.9364291497913655,an NMAC,0.43560370802879333,NMAC,0.3537278473377228,D57 airport.,1.71991672459626e-07,NMAC,0.004992939089788706,Light,0.3233899176120758,NMAC,0.10294251143932343,NMAC,0.03157231584191322,Light aircraft pilot reported an NMAC on approach to D57 airport,0.007237540557980537,Light aircraft pilot reported an NMAC on approach to,0.007272691931575537,Light aircraft pilot reported an NMAC on approach to D57 airport,0.007134228479117155,Light aircraft pilot reported an NMAC on approach to,0.0072098891250789165,Light aircraft pilot reported an NMAC on approach to,0.007625815458595753,0.6,0.2363636363636364
56,Flight Instructor reported during landing roll-out,Flight Instructor,0.9649450205033645,small jet,0.19056476652622223,landing roll-out,0.784271776676178,overflying the instructor's aircraft,0.3315342366695404,overflying the instructor's aircraft,0.23924636840820312,small jet did a go-around overflying the instructor's aircraft.,2.2570637270291627e-07,small jet did a go-around overflying the instructor's aircraft,0.0006743118283338845,landing roll-out,0.7840088605880737,a small jet,0.27943122386932373,a small jet did a go-around overflying the instructor's aircraft,0.22452792525291443,around overflying,0.006874058861285448,overflying,0.006956504425033927,overflying,0.007023971760645509,around overflying,0.006913675693795085,overflying,0.009228967363014817,0.40888888888888886,0.14444444444444443
57,Low wing aircraft Flight Instructor reported takin,Low wing aircraft Flight Instructor,0.744526207447052,Low wing aircraft,0.35205498337745667,Low wing,0.7276768684387207,NMAC event,0.538346529006958,NMAC event,0.4260057508945465,.,5.213568954332004e-08,Low wing aircraft,0.265308141708374,Low wing,0.8020470142364502,NMAC event,0.13860075175762177,NMAC event,0.35786640644073486,wing aircraft Flight,0.0034776320680975914,wing aircraft,0.0034539790358394384,Low wing aircraft Flight,0.00345455389469862,wing aircraft Flight,0.003433103673160076,wing aircraft Flight,0.0035079699009656906,0.8,0.29333333333333333
58,Air carrier Captain reported receiving a low altit,Air carrier Captain,0.8882461190223694,Air carrier Captain reported receiving a low altitude warning from ATC,0.0581648088991642,landing,0.6227718591690063,unstable approach in visual conditions,0.32621023058891296,a landing,0.5417917370796204,pilot performed a go-around and returned for a landing.,5.580406650551595e-06,ATC,0.0032003390515455976,landing,0.13366109132766724,low altitude warning from ATC during an unstable approach in visual conditions,0.12763254344463348,returned for a landing,0.2575209438800812,for a landing,0.0018031150102615356,for a,0.0017901709070429206,for a,0.0018090895609930158,for a landing,0.001796900061890483,for a,0.0017672509420663118,0.4613636363636363,0.18888888888888888
59,Flight instructor reported while in the pattern an,flight instructor,0.5180438458919525,spacing,0.6773094534873962,spacing,0.672050416469574,collision with the other aircraft,0.14671723544597626,taking evasive action to avoid a collision with the other aircraft,0.22145195305347443,flight instructor taking evasive action to avoid a collision with the other aircraft.,1.1680646139211603e-06,another aircraft was not allowing for spacing,0.13780754804611206,pattern,0.7028157711029053,another aircraft was not allowing for spacing,0.7481225728988647,the flight instructor taking evasive action to avoid a collision with the other aircraft,0.1255997270345688,for spacing,0.003040128853172064,for spacing,0.0030988610815256834,for spacing,0.00311297329608351,for spacing,0.00294979615136981,for spacing,0.0031086914241313934,0.3279020979020979,0.17777777777777778
60,ZDV Controller reported that due to lack of suffic,ZDV,0.3441321821883321,ZDV,0.11680546402931213,below the Minimum IFR Altitude,0.13146421313285828,lack of sufficient radio coverage,0.7068247199058533,unable to issue a higher altitude,0.1073879525065422,radio,0.0001358891313429922,aircraft which had been assigned an altitude below the Minimum IFR Altitude,0.017668362706899643,Minimum IFR,0.04751400277018547,lack of sufficient radio coverage,0.10049381852149963,higher altitude,0.015993108972907066,ZDV Controller reported that due to lack of,0.0020118277752771974,ZDV Controller reported that due to lack of,0.0019547477131709456,ZDV Controller reported that due to lack of,0.0019852088880725205,ZDV Controller reported that due to lack of,0.0019747979240491986,ZDV Controller reported that due to lack of,0.0020268813241273165,0.44761904761904764,0.06153846153846154
61,Air taxi Captain reported a traffic conflict with ,Air taxi Captain,0.9328381419181824,air taxi,0.33169254660606384,final approach,0.8631901144981384,traffic conflict,0.4745939075946808,final approach,0.6572415828704834,Air taxi Captain,1.9300334315630607e-05,takeoff,0.0003669222933240235,final approach,0.11714202165603638,the aircraft on the runway rejected their takeoff,0.09544804692268372,the aircraft on the runway rejected their takeoff,0.2680753469467163,final approach; when the aircraft on the,0.0012478280114009976,final approach; when the aircraft on the,0.001242757891304791,final approach; when the aircraft on the,0.0012648041592910886,go,0.0012703101383522153,final approach,0.0012859134003520012,0.4,0.1142857142857143
62,Air carrier pilot reported while on final approach,Air carrier pilot,0.8930670022964478,helicopter,0.6820810093777254,final approach,0.393917977809906,collision with the helicopter,0.38644030690193176,reduce the descent rate,0.4414834976196289,helicopter,0.042320007385569625,helicopter,0.045982600131537765,final approach,0.5140701532363892,a helicopter,0.06229999661445618,final approach,0.19935913383960724,final approach ATC advised them of,0.0013665511505678296,final approach ATC advised them of,0.001368898549117148,final approach ATC advised them of,0.001428299699909985,final approach ATC advised them of,0.0013837225269526243,final approach ATC advised them of,0.0013725532917305827,0.5,0.2
63,A Center Controller working combined sectors repor,Center Controller,0.7889796495437622,safe operation of their sector,0.06445351243019104,end of the day,0.13458524644374847,they became distracted,0.2628902494907379,end of the day,0.26763537526130676,OPM,0.00010282881703460589,distracted,4.740158601634903e-06,the end of the day.,2.2645417629973963e-06,distracted,0.05104437842965126,end of the day,0.05341082811355591,could not focus on the safe operation of their sector after being notified of,0.0009063068428076804,could not focus on the safe operation of their sector after being notified of,0.0009214628371410072,could not focus on the safe operation of their sector after being notified of,0.0009221673244610429,could not focus on the safe operation of their sector after being notified of,0.0008934431825764477,could not focus on,0.0009236785117536783,0.5,0.025
64,GA Flight Instructor reported a near miss at PSM a,GA Flight Instructor,0.6375083923339844,takeoff,0.11882291734218597,training,0.8009197115898132,a near miss,0.5118885636329651,performed a takeoff and turned away from the aircraft immediately then returned for a landing,0.22109748423099518,the Instructor,2.024744844675297e-06,another aircraft,0.000416847673477605,training,0.4118662178516388,near miss,0.08525821566581726,returned for a landing,0.06875799596309662,final while landing on a training,0.0005468823947012424,final while landing on a training,0.0005447248695418239,final while landing on a training,0.0005430100718513131,final while landing on a training,0.0005567846819758415,final while landing on a training,0.0005426318384706974,0.58,0.11666666666666667
65,A Flight Instructor reported they descended to 150,A Flight Instructor,0.7334902854054235,Flight Instructor,0.25196592579595745,Flight,0.36794841289520264,they descended to 150 ft over a populated area,0.279236376285553,they descended to 150 ft over a populated area,0.08635123074054718,Flight Instructor reported they descended to 150 ft over a populated area.,2.6224137172903283e-07,Flight Instructor reported they descended to 150 ft over a populated area.,1.4755278243683279e-06,descended,0.3685801923274994,descended to 150 ft over a populated area,0.0026280703023076057,descended to 150 ft,0.03357864171266556,150 ft over a,0.006771122571080923,150 ft over,0.0063644894398748875,150 ft over,0.006760035175830126,150 ft over,0.006597080733627081,150 ft over,0.006404787302017212,0.4430769230769231,0.4057142857142857
66,ATC TRACON Controller reported the Tower not follo,TRACON Controller,0.6853343844413757,two aircraft,0.2528790235519409,vector two aircraft to maintain separation,0.2384725958108902,the TRACON Controller having to vector two aircraft to maintain separation,0.1051047220826149,vector two aircraft to maintain separation,0.17779378592967987,two aircraft,4.743708359455923e-06,Tower,0.1135617345571518,vector two aircraft to maintain separation,2.0473073163884692e-05,the Tower not following procedures,0.2775675654411316,the TRACON Controller having to vector two aircraft to maintain separation,0.06377863883972168,to,0.0036498227855190635,to,0.0037492754636332393,to,0.003702007932588458,to,0.0037969833938404918,to,0.0037115515442565084,0.35,0.09350649350649351
67,Air carrier Captain reported an airborne conflict ,Air carrier Captain,0.8860458135604858,UAS,0.16151461005210876,airborne,0.3537711501121521,airborne conflict,0.2109343707561493,No evasive action,0.2793235182762146,UAS,0.01735801154791261,UAS,0.016688750438333955,final approach,0.3941367566585541,airborne conflict,0.314536452293396,No evasive action was taken,0.17821796238422394,UAS,0.010683134896680713,UAS,0.010435586562380195,UAS,0.01041258149780333,UAS,0.010726768523454666,UAS,0.011169543722644448,0.55,0.4
68,Air carrier crew reported a traffic conflict with ,Air carrier crew,0.6555055361241102,TCAS,0.44190236646682024,takeoff,0.9007266163825989,traffic conflict,0.4339367151260376,turned on course,0.5915489196777344,a TCAS RA,2.928843287008931e-06,TCAS RA,0.0331728421151638,takeoff,0.6785321831703186,traffic conflict,0.3060242831707001,turned on course,0.8254390954971313,parallel runway. The air carrier crew received,0.0012749395100399852,parallel runway. The air carrier crew received,0.0012698054779320955,parallel runway. The air carrier crew received,0.001306106336414814,parallel runway. The air carrier crew received,0.001278886804357171,parallel runway. The air carrier crew received,0.0013113354798406363,0.7333333333333333,0.0
69,GA pilot reported a near miss with another aircraf,GA pilot,0.8819108009338379,other aircraft flying erratically,0.12793217599391937,final approach,0.9252532720565796,near miss with another aircraft during final approach due to other aircraft flying erratically,0.15936516225337982,final approach,0.6803326606750488,.,9.308427451060197e-08,other aircraft flying erratically,0.0027165599531144835,erratically,0.25935472163837403,other aircraft flying erratically,0.799264132976532,final approach,0.3515942394733429,final approach,0.004168306011706591,final approach,0.0041442266665399075,near miss,0.004036966245621443,near miss,0.004128139931708574,final approach,0.004454122856259346,0.48888888888888893,0.2
70,Air carrier flight crew reported an NMAC on final ,UAS or balloon,0.15354874730110168,UAS or balloon,0.6161385178565979,final approach,0.7574873566627502,No evasive action,0.12194827198982239,No evasive action,0.3679439127445221,balloon. No evasive action was taken.,1.123977085626393e-06,UAS or balloon,0.02090338245034218,final approach,0.6650203466415405,a UAS or balloon,0.2968670129776001,No evasive action was taken,0.1552274525165558,a,0.0028708612080663443,a,0.002718521049246192,a,0.002897110767662525,a,0.002874674741178751,a,0.003007727675139904,0.5944444444444444,0.0
71,Air carrier flight crew reported a GPWS terrain wa,Air carrier flight crew,0.45393016934394836,RNAV Y 24,0.9166185960639268,normal landing,0.5065404176712036,a GPWS terrain warning,0.3445380926132202,a normal landing,0.37176865339279175,Crew executed a go-around and returned for a normal landing.,2.5905961820171797e-07,RNAV Y 24,0.000790592166595161,Air carrier flight crew reported a GPWS terrain warning while intercepting course,0.027836650609970093,GPWS terrain warning,0.2822263836860657,returned for a normal landing,0.21290256083011627,course for RNAV Y 24 at ROA airport,0.0013679607072845101,course for RNAV Y 24 at ROA airport,0.0013616587966680527,course for RNAV Y 24 at ROA airport,0.0014239451847970486,course for RNAV Y 24 at ROA airport,0.0013667085440829396,course for RNAV Y 24 at ROA airport,0.001407564152032137,0.5666666666666667,0.18847687400318977
72,C172 student pilot reported momentary loss of cont,C172 student pilot,0.5754797515692189,landing,0.30065929889678955,landing,0.97524094581604,momentary loss of control,0.35283830761909485,momentary loss of control on landing,0.30417540669441223,.,2.949689985598525e-07,C172,0.4394736886024475,landing,0.8078309297561646,momentary loss of control,0.22008225321769714,momentary loss of control on landing,0.0809454694390297,C172 student pilot reported momentary loss of,0.028666066005825996,C172 student pilot reported momentary loss of,0.02784948330372572,C172 student pilot reported momentary loss of,0.02829916961491108,C172 student pilot reported momentary loss of,0.028371142223477364,C172 student pilot reported momentary loss of,0.029975460842251778,0.6,0.2513986013986014
73,Air Taxi Captain on approach to SAT reported a Tra,Air Taxi Captain,0.7582807540893555,VFR,0.900597291853046,Class C,0.700859010219574,Traffic Alert,0.44846484065055847,avoid an unidentified VFR aircraft outside of the Class C airspace,0.06677861511707306,TCAS/RA,0.013149214908480644,VFR aircraft,0.052033837884664536,Class C,0.6571500897407532,Traffic Alert from ATC followed by a TCAS/RA,0.06494627147912979,a TCAS/RA,0.05727078765630722,VFR aircraft outside of,0.002714812057092786,VFR aircraft outside of,0.00260397931560874,VFR aircraft outside of,0.00267324096057564,VFR aircraft outside of,0.00268256978597492,VFR aircraft outside of,0.0026734824059531093,0.4222222222222222,0.13333333333333333
74,Corporate jet pilot reported a near miss with an a,Corporate jet pilot,0.9281337857246399,TCAS RA,0.388463843613863,descending on final approach,0.38313278555870056,TCAS RA,0.10566211491823196,TCAS RA,0.5216259360313416,TCAS RA.,2.475527196565963e-07,TCAS RA,0.0032483874820172787,final approach,0.3216932415962219,TCAS RA,0.32173746824264526,TCAS RA,0.5282295346260071,final approach,0.0013147792778909206,final approach,0.0013374058762565255,final approach,0.0013485084054991603,final approach,0.0013186999130994081,final approach,0.0013829919043928385,0.7333333333333333,0.2
75,A pilot reported a NMAC while practicing ground re,A pilot,0.5143023133277893,NMAC,0.617768282070756,ground reference maneuvers,0.17220227420330048,a NMAC,0.2827902138233185,NMAC,0.35145819187164307,non-towered private airport.,1.0542488837472774e-07,NMAC,0.035670195138663985,ground reference maneuvers,0.10279137641191483,practicing ground reference maneuvers,0.07891669124364853,NMAC,0.03912776708602905,-towered,0.0049338433891534805,while practicing ground reference maneuvers in the traffic pattern of a non-towered,0.004667398985475302,-towered,0.00467919185757637,-towered,0.004810807760804892,-towered,0.004674214171245694,0.6,0.0
76,Two Flight Instructors reported a near miss with e,Two Flight Instructors,0.9022348912403686,other aircraft landed on the same runway,0.09949243068695068,final approach,0.8275753855705261,a near miss with each other,0.22808970510959625,a go-around,0.1375795155763626,.,1.711290948946953e-07,towered,0.009701323695480824,final approach,0.7658854722976685,near miss with each other,0.03982613980770111,performed a go-around,0.12300436198711395,each other at a non-towered airport. The aircraft on final approach,0.001549248700030148,each other at a non-towered,0.0021210197592154145,each other at a non-towered airport. The aircraft on final approach,0.0015378035604953766,each other at a non-towered airport. The aircraft on final approach,0.0015141491312533617,each other at a non-towered airport. The aircraft on final approach,0.0014546951279044151,0.5333333333333333,0.12987012987012986
77,Helicopter flight instructor reported another heli,Helicopter flight instructor,0.7030382362281671,helicopter,0.7559027075767517,flight instructor reported another helicopter on a converging,0.18370427191257477,NMAC event,0.40070366859436035,a NMAC event,0.2827378511428833,helicopter,1.4043916962691583e-07,helicopter,0.01667845615884289,converging,0.4661290149670094,NMAC event,0.23203077912330627,taking immediate evasive action and a NMAC event,0.27436119318008423,converging,0.013443605974316597,converging,0.013907862827181816,converging,0.013516768114641309,converging,0.013515751343220472,converging,0.014507992891594768,0.638888888888889,0.2
78,NCT TRACON Controller reported SFO departed one ai,NCT TRACON Controller reported SFO,0.2743230467895046,SEGUL Departure,0.37428486347198486,SEGUL Departure,0.6417421698570251,SFO departed one aircraft on the SEGUL Departure,0.14559166133403778,Departure Control,0.21587122976779938,SFO departed one aircraft on the SEGUL Departure,6.346773488985491e-07,SFO departed one aircraft on the SEGUL Departure,0.010805254802107811,Departure,0.33488780085463077,SFO departed one aircraft on the SEGUL Departure,0.049515239894390106,SFO departed one aircraft on the SEGUL Departure,0.08548169583082199,one,0.0011518169194459915,unfeasible,0.0021492476807907224,one,0.0011777357431128621,one,0.0011600409634411335,one,0.0011570979841053486,0.5,0.15
79,Center Controller reported an aircraft that they p,Center Controller,0.48239314556121826,NMAC,0.43566779769025743,NMAC,0.1309310793876648,a NMAC with another aircraft,0.03231075033545494,report a NMAC with another aircraft,0.14402300119400024,another aircraft,9.23448442335939e-06,NMAC with another aircraft,0.003580093616619706,NMAC,0.03333108471997548,NMAC with another aircraft,0.19176800549030304,NMAC with another aircraft,0.10021854192018509,that they provided services to and was sent to UNICOM,0.003867548773996532,that they provided services to and was sent to UNICOM,0.003856247407384217,that they provided services to and was sent to UNICOM,0.003868893487378955,that they provided services to and was sent to UNICOM,0.003967728465795517,that they provided services to and was sent to UNICOM,0.0039247197564691305,0.6577777777777778,0.0
80,Air carrier Captain reported having a near miss wi,Air carrier Captain,0.9533774256706238,hot air balloons,0.4402518719434738,instrument approach,0.22284404933452606,a near miss,0.2273249626159668,prohibiting the operation of hot air balloons around established and active arrival paths,0.11473529785871506,hot air balloons,5.415211489889771e-05,hot air balloons,0.47309041023254395,approach,0.0005172478267922997,hot air balloons,0.7047545909881592,near miss,0.20441223680973053,air balloons that were along the instrument approach,0.002140676137059927,air balloons that were along the instrument approach,0.0020441568922251463,air,0.0024741962552070618,air balloons that were along the instrument approach,0.002092483453452587,air balloons that were along the instrument approach,0.002081080339848995,0.4,0.24000000000000005
81,A student pilot reported they turned base leg behi,student pilot,0.4708654582500458,NMAC,0.7653681372758001,final,0.5512027740478516,a NMAC,0.2724490463733673,NMAC,0.49479115662325057,.,7.012729241751003e-08,wrong aircraft,0.1293751746416092,final,0.8689799904823303,turned base leg behind the wrong aircraft on final resulting in a NMAC,0.08840164542198181,a NMAC,0.4315994381904602,final resulting in a,0.003590153995901346,final resulting in a,0.0036419257521629333,base leg behind the,0.0035985284484922886,final resulting in a,0.0036792538594454527,final resulting in a,0.0037742869462817907,0.4333333333333334,0.08571428571428572
82,GA pilot on short final to a non-towered airport r,GA pilot,0.8374771475791931,final,0.5389673113822937,final,0.6586225032806396,an aircraft turned onto final from a base leg in front of them,0.1684780865907669,NMAC,0.127469003200531,aircraft turned onto final from a base leg in front of them.,4.2153135382250184e-07,non-towered,0.003518391866236925,final,0.6392111638560891,an aircraft turned onto final from a base leg in front of them,0.4406251311302185,an aircraft turned onto final,0.043205972760915756,front of,0.0020800677593797445,front of,0.0020293686538934708,front of,0.0020889579318463802,front of,0.0020249399822205305,front of,0.0020884887780994177,0.4,0.12307692307692308
83,Air carrier First Officer reported on a night visu,Air carrier First Officer,0.8733987212181091,overshooting the final approach course,0.31767481565475464,night visual approach,0.3781164586544037,overshooting the final approach course,0.4734339714050293,overshooting,0.49230363115202636,.,3.1893718244191405e-07,visual approach,0.03123737871646881,night,0.5141454339027405,a night visual approach being high and fast,0.18278366327285767,overshooting the final approach course,0.3884119689464569,overshooting the final approach,0.0023606594186276197,overshooting the final approach,0.002250286634080112,overshooting the final approach,0.0022404900519177318,overshooting the final approach,0.0023402358638122678,overshooting the final approach,0.002317301114089787,0.283030303030303,0.2914285714285715
